id,name,zip_id:id
2557,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150607
2558,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150610
2559,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150617
2560,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150620
2561,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150627
2562,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150640
2563,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150647
2564,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150660
2565,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150667
2566,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150680
2567,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150687
2568,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150801
2569,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150807
2570,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150820
2571,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150827
2572,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150840
2573,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150847
2574,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150860
2575,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150867
2576,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150880
2577,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_150887
2578,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151001
2579,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151007
2580,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151020
2581,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151027
2582,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151040
2583,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151047
2584,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151060
2585,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151067
2586,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151201
2587,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151207
2588,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151220
2589,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151227
2590,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151240
2591,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151247
2592,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151260
2593,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151267
2594,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151280
2595,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151287
2596,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151401
2597,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151407
2598,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151420
2599,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151427
2600,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151440
2601,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151447
2602,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151448
2603,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151601
2604,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151607
2605,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151608
2606,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151609
2607,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151620
2608,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151627
2609,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151628
2610,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151640
2611,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151647
2612,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151660
2613,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151667
2614,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151801
2615,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151807
2616,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151820
2617,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151827
2618,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151840
2619,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_151847
2620,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152001
2621,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152007
2622,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152020
2623,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152027
2624,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152040
2625,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152047
2626,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152060
2627,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152067
2628,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152080
2629,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152087
2630,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152201
2631,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152207
2632,BENJAMÍN HERRERA,l10n_co_base_location.zip_co_152210
2633,CAMPO AMOR,l10n_co_base_location.zip_co_152210
2634,CENTRO,l10n_co_base_location.zip_co_152210
2635,CHAPINERO,l10n_co_base_location.zip_co_152210
2636,CHICAMOCHA,l10n_co_base_location.zip_co_152210
2637,EL CORTÉZ,l10n_co_base_location.zip_co_152210
2638,EL DIAMANTE,l10n_co_base_location.zip_co_152210
2639,EL DURAZNO,l10n_co_base_location.zip_co_152210
2640,EL LAGUITO,l10n_co_base_location.zip_co_152210
2641,EL ORIENTE,l10n_co_base_location.zip_co_152210
2642,EL PRADO,l10n_co_base_location.zip_co_152210
2643,EL RECREO,l10n_co_base_location.zip_co_152210
2644,EL SOL,l10n_co_base_location.zip_co_152210
2645,GUSTAVO JIMÉNEZ,l10n_co_base_location.zip_co_152210
2646,JORGE ELIECER GAITÁN,l10n_co_base_location.zip_co_152210
2647,JOSÉ ANTONIO GALÁN,l10n_co_base_location.zip_co_152210
2648,JUAN JOSÉ RONDÓN,l10n_co_base_location.zip_co_152210
2649,LA ESMERALDA,l10n_co_base_location.zip_co_152210
2650,LA FLORIDA,l10n_co_base_location.zip_co_152210
2651,LA,l10n_co_base_location.zip_co_152210
2652,ALAMOS DEL SUR,l10n_co_base_location.zip_co_152211
2653,ANGELMAR,l10n_co_base_location.zip_co_152211
2654,COLOMBIA,l10n_co_base_location.zip_co_152211
2655,EL CARMEN,l10n_co_base_location.zip_co_152211
2656,EL JARDÍN,l10n_co_base_location.zip_co_152211
2657,EL NOGAL,l10n_co_base_location.zip_co_152211
2658,EL ROSARIO,l10n_co_base_location.zip_co_152211
2659,LA CASTELLANA,l10n_co_base_location.zip_co_152211
2660,LA VILLITA,l10n_co_base_location.zip_co_152211
2661,LAS AMÉRICAS,l10n_co_base_location.zip_co_152211
2662,LOS ARRAYANES,l10n_co_base_location.zip_co_152211
2663,LOS ROSALES,l10n_co_base_location.zip_co_152211
2664,MAGDALENA,l10n_co_base_location.zip_co_152211
2665,OLAYA HERRERA,l10n_co_base_location.zip_co_152211
2666,SAN ANDRESITO,l10n_co_base_location.zip_co_152211
2667,SAN RAFAEL,l10n_co_base_location.zip_co_152211
2668,SANTA CATALINA,l10n_co_base_location.zip_co_152211
2669,SANTA INÉS,l10n_co_base_location.zip_co_152211
2670,SIETE DE AGOSTO,l10n_co_base_location.zip_co_152211
2671,SIMÓN BO,l10n_co_base_location.zip_co_152211
2672,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152217
2673,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152218
2674,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152219
2675,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152230
2676,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152237
2677,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152240
2678,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152247
2679,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152250
2680,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152257
2681,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152260
2682,LA ISLA,l10n_co_base_location.zip_co_152267
2683,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152268
2684,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152280
2685,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152287
2686,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152288
2687,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152401
2688,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152407
2689,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152420
2690,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152427
2691,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152428
2692,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152429
2693,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152440
2694,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152447
2695,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152448
2696,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152460
2697,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152467
2698,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152468
2699,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152469
2700,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152601
2701,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152607
2702,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152610
2703,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152617
2704,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152620
2705,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152627
2706,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152640
2707,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152647
2708,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152660
2709,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152667
2710,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152680
2711,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152687
2712,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152801
2713,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152807
2714,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152820
2715,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152827
2716,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152840
2717,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152847
2718,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152860
2719,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_152867
2720,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153001
2721,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153007
2722,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153020
2723,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153027
2724,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153030
2725,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153037
2726,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153040
2727,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153047
2728,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153050
2729,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153057
2730,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153060
2731,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153067
2732,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153201
2733,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153207
2734,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153210
2735,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153217
2736,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153220
2737,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153227
2738,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153240
2739,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153247
2740,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153248
2741,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153260
2742,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153267
2743,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153268
2744,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153280
2745,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153287
2746,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153401
2747,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153407
2748,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153408
2749,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153420
2750,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153427
2751,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153440
2752,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153447
2753,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153450
2754,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153457
2755,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153460
2756,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153467
2757,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153468
2758,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153480
2759,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153487
2760,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153601
2761,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153607
2762,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153608
2763,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153610
2764,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153617
2765,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153620
2766,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153627
2767,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153630
2768,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153637
2769,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153640
2770,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153647
2771,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153648
2772,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153649
2773,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153660
2774,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153667
2775,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153668
2776,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153801
2777,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153807
2778,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153808
2779,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153809
2780,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153820
2781,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153827
2782,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153840
2783,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153847
2784,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153860
2785,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153867
2786,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153880
2787,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_153887
2788,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154001
2789,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154007
2790,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154020
2791,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154027
2792,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154040
2793,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154047
2794,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154060
2795,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154067
2796,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154080
2797,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154087
2798,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154201
2799,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154207
2800,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154220
2801,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154227
2802,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154240
2803,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154247
2804,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154260
2805,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154267
2806,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154268
2807,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154269
2808,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154401
2809,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154407
2810,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154420
2811,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154427
2812,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154428
2813,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154440
2814,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154447
2815,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154448
2816,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154460
2817,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154467
2818,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154601
2819,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154607
2820,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154608
2821,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154609
2822,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154617
2823,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154640
2824,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154647
2825,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154648
2826,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154660
2827,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154667
2828,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154670
2829,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154677
2830,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154680
2831,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154687
2832,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154801
2833,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154807
2834,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154808
2835,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154820
2836,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154827
2837,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154828
2838,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154840
2839,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154847
2840,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154848
2841,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154860
2842,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154867
2843,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154880
2844,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_154887
2845,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155001
2846,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155007
2847,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155020
2848,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155027
2849,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155028
2850,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155040
2851,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155047
2852,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155048
2853,CENTRO,l10n_co_base_location.zip_co_155060
2854,DANUBIO,l10n_co_base_location.zip_co_155060
2855,EL CARMEN,l10n_co_base_location.zip_co_155060
2856,PORVENIR,l10n_co_base_location.zip_co_155060
2857,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155067
2858,BOSQUE,l10n_co_base_location.zip_co_155068
2859,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155201
2860,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155207
2861,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155208
2862,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155209
2863,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155217
2864,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155218
2865,SIN INFORMACION DE BARRIOS,l10n_co_base_location.zip_co_155219
2866,ALTOS DE CAPRI,l10n_co_base_location.zip_co_170001
2867,ASÍS,l10n_co_base_location.zip_co_170001
2868,AURES,l10n_co_base_location.zip_co_170001
2869,BELLA MONTAÑA HOSP GERI,l10n_co_base_location.zip_co_170001
2870,CAMPO HERMOSO,l10n_co_base_location.zip_co_170001
2871,CENTRO,l10n_co_base_location.zip_co_170001
2872,CHIPRE,l10n_co_base_location.zip_co_170001
2873,CIUDADELA LA LINDA,l10n_co_base_location.zip_co_170001
2874,COLÓN,l10n_co_base_location.zip_co_170001
2875,CORINTIO,l10n_co_base_location.zip_co_170001
2876,DELICIAS,l10n_co_base_location.zip_co_170001
2877,ESTRADA,l10n_co_base_location.zip_co_170001
2878,FANNY GONZÁLEZ,l10n_co_base_location.zip_co_170001
2879,GALÁN,l10n_co_base_location.zip_co_170001
2880,LA FRANCIA,l10n_co_base_location.zip_co_170001
2881,LOS AGUSTINOS,l10n_co_base_location.zip_co_170001
2882,MORROGACHO,l10n_co_base_location.zip_co_170001
2883,SACATÍN,l10n_co_base_location.zip_co_170001
2884,SAN IGNACIO,l10n_co_base_location.zip_co_170001
2885,SAN JOSÉ,l10n_co_base_location.zip_co_170001
2886,SANTA HELENA,l10n_co_base_location.zip_co_170001
2887,SECTOR,l10n_co_base_location.zip_co_170001
2888,BOSQUES DEL NORTE,l10n_co_base_location.zip_co_170002
2889,COMUNEROS,l10n_co_base_location.zip_co_170002
2890,EL CARIBE,l10n_co_base_location.zip_co_170002
2891,EL PORVENIR,l10n_co_base_location.zip_co_170002
2892,EL SOL,l10n_co_base_location.zip_co_170002
2893,LA ARGENTINA,l10n_co_base_location.zip_co_170002
2894,LA ASUNCIÓN,l10n_co_base_location.zip_co_170002
2895,LA CAROLA,l10n_co_base_location.zip_co_170002
2896,LA LEONORA,l10n_co_base_location.zip_co_170002
2897,LA RAMBLA,l10n_co_base_location.zip_co_170002
2898,LAURELES,l10n_co_base_location.zip_co_170002
2899,LOS CEDROS,l10n_co_base_location.zip_co_170002
2900,LOS ROSALES,l10n_co_base_location.zip_co_170002
2901,MINITAS,l10n_co_base_location.zip_co_170002
2902,PERALONSO,l10n_co_base_location.zip_co_170002
2903,SAN CAYETANO,l10n_co_base_location.zip_co_170002
2904,SAN JORGE,l10n_co_base_location.zip_co_170002
2905,SAN SEBASTIÁN (I,l10n_co_base_location.zip_co_170002
2906,II ETAPA),l10n_co_base_location.zip_co_170002
2907,SINAÍ,l10n_co_base_location.zip_co_170002
2908,SOLFERINO,l10n_co_base_location.zip_co_170002
2909,VILLAH,l10n_co_base_location.zip_co_170002
2910,ALTA SUIZA,l10n_co_base_location.zip_co_170003
2911,BAJA SUIZA,l10n_co_base_location.zip_co_170003
2912,CASERÍO LA ENEA,l10n_co_base_location.zip_co_170003
2913,CERROS DE LA ALHAMBRA,l10n_co_base_location.zip_co_170003
2914,COLSEGUROS,l10n_co_base_location.zip_co_170003
2915,EL TRÉBOL,l10n_co_base_location.zip_co_170003
2916,JUANCHITO,l10n_co_base_location.zip_co_170003
2917,LA ENEA,l10n_co_base_location.zip_co_170003
2918,LA SULTANA,l10n_co_base_location.zip_co_170003
2919,LA TOSCANA,l10n_co_base_location.zip_co_170003
2920,LUSITANIA,l10n_co_base_location.zip_co_170003
2921,MALTERÍA,l10n_co_base_location.zip_co_170003
2922,MILÁN,l10n_co_base_location.zip_co_170003
2923,RESIDENCIAS MANIZALES,l10n_co_base_location.zip_co_170003
2924,SAN MARCEL,l10n_co_base_location.zip_co_170003
2925,ARANJUEZ,l10n_co_base_location.zip_co_170004
2926,ARBOLEDA,l10n_co_base_location.zip_co_170004
2927,BAJO PRADO,l10n_co_base_location.zip_co_170004
2928,BELÉN,l10n_co_base_location.zip_co_170004
2929,BETANIA,l10n_co_base_location.zip_co_170004
2930,CAMELIA,l10n_co_base_location.zip_co_170004
2931,CAMILO TORRES,l10n_co_base_location.zip_co_170004
2932,COLOMBIA,l10n_co_base_location.zip_co_170004
2933,EL CAMPÍN,l10n_co_base_location.zip_co_170004
2934,FÁTIMA,l10n_co_base_location.zip_co_170004
2935,GONZÁLEZ,l10n_co_base_location.zip_co_170004
2936,GUAYACANES,l10n_co_base_location.zip_co_170004
2937,KENNEDY,l10n_co_base_location.zip_co_170004
2938,LA ESTRELLA,l10n_co_base_location.zip_co_170004
2939,LAS COLINAS,l10n_co_base_location.zip_co_170004
2940,LLERAS,l10n_co_base_location.zip_co_170004
2941,BAVARIA,l10n_co_base_location.zip_co_170004
2942,MALHABAR,l10n_co_base_location.zip_co_170004
