id,city_id/id,name,type
zip_co_913010,l10n_co_base_location.city_co_91263,913010,urban
zip_co_913019,l10n_co_base_location.city_co_91263,913019,rural
zip_co_913018,l10n_co_base_location.city_co_91263,913018,rural
zip_co_913017,l10n_co_base_location.city_co_91263,913017,rural
zip_co_914057,l10n_co_base_location.city_co_91405,914057,rural
zip_co_914050,l10n_co_base_location.city_co_91405,914050,urban
zip_co_917010,l10n_co_base_location.city_co_91407,917010,urban
zip_co_917017,l10n_co_base_location.city_co_91407,917017,rural
zip_co_917018,l10n_co_base_location.city_co_91407,917018,rural
zip_co_916017,l10n_co_base_location.city_co_91430,916017,rural
zip_co_910001,l10n_co_base_location.city_co_91001,910001,urban
zip_co_910007,l10n_co_base_location.city_co_91001,910007,rural
zip_co_910008,l10n_co_base_location.city_co_91001,910008,rural
zip_co_916057,l10n_co_base_location.city_co_91460,916057,rural
zip_co_916058,l10n_co_base_location.city_co_91460,916058,rural
zip_co_913050,l10n_co_base_location.city_co_91530,913050,urban
zip_co_913057,l10n_co_base_location.city_co_91530,913057,rural
zip_co_912010,l10n_co_base_location.city_co_91536,912010,urban
zip_co_912018,l10n_co_base_location.city_co_91536,912018,rural
zip_co_912019,l10n_co_base_location.city_co_91536,912019,rural
zip_co_912017,l10n_co_base_location.city_co_91536,912017,rural
zip_co_911017,l10n_co_base_location.city_co_91540,911017,rural
zip_co_911010,l10n_co_base_location.city_co_91540,911010,urban
zip_co_911018,l10n_co_base_location.city_co_91540,911018,rural
zip_co_915010,l10n_co_base_location.city_co_91669,915010,urban
zip_co_915019,l10n_co_base_location.city_co_91669,915019,rural
zip_co_915018,l10n_co_base_location.city_co_91669,915018,rural
zip_co_915017,l10n_co_base_location.city_co_91669,915017,rural
zip_co_911030,l10n_co_base_location.city_co_91798,911030,urban
zip_co_911037,l10n_co_base_location.city_co_91798,911037,rural
zip_co_911039,l10n_co_base_location.city_co_91798,911039,rural
zip_co_911038,l10n_co_base_location.city_co_91798,911038,rural
zip_co_055030,l10n_co_base_location.city_co_05002,055030,urban
zip_co_055038,l10n_co_base_location.city_co_05002,055038,rural
zip_co_055037,l10n_co_base_location.city_co_05002,055037,rural
zip_co_057460,l10n_co_base_location.city_co_05004,057460,urban
zip_co_057467,l10n_co_base_location.city_co_05004,057467,rural
zip_co_053820,l10n_co_base_location.city_co_05021,053820,urban
zip_co_053827,l10n_co_base_location.city_co_05021,053827,rural
zip_co_055840,l10n_co_base_location.city_co_05030,055840,urban
zip_co_055847,l10n_co_base_location.city_co_05030,055847,rural
zip_co_055848,l10n_co_base_location.city_co_05030,055848,rural
zip_co_052840,l10n_co_base_location.city_co_05031,052840,urban
zip_co_052848,l10n_co_base_location.city_co_05031,052848,rural
zip_co_052847,l10n_co_base_location.city_co_05031,052847,rural
zip_co_056068,l10n_co_base_location.city_co_05034,056068,rural
zip_co_056067,l10n_co_base_location.city_co_05034,056067,rural
zip_co_056060,l10n_co_base_location.city_co_05034,056060,urban
zip_co_055830,l10n_co_base_location.city_co_05036,055830,urban
zip_co_055837,l10n_co_base_location.city_co_05036,055837,rural
zip_co_051810,l10n_co_base_location.city_co_05038,051810,urban
zip_co_051818,l10n_co_base_location.city_co_05038,051818,rural
zip_co_051817,l10n_co_base_location.city_co_05038,051817,rural
zip_co_052857,l10n_co_base_location.city_co_05040,052857,rural
zip_co_052850,l10n_co_base_location.city_co_05040,052850,urban
zip_co_056850,l10n_co_base_location.city_co_05044,056850,urban
zip_co_056858,l10n_co_base_location.city_co_05044,056858,rural
zip_co_056857,l10n_co_base_location.city_co_05044,056857,rural
zip_co_057841,l10n_co_base_location.city_co_05045,057841,urban
zip_co_057840,l10n_co_base_location.city_co_05045,057840,urban
zip_co_057847,l10n_co_base_location.city_co_05045,057847,rural
zip_co_057820,l10n_co_base_location.city_co_05051,057820,urban
zip_co_057828,l10n_co_base_location.city_co_05051,057828,rural
zip_co_057827,l10n_co_base_location.city_co_05051,057827,rural
zip_co_057829,l10n_co_base_location.city_co_05051,057829,rural
zip_co_054838,l10n_co_base_location.city_co_05055,054838,rural
zip_co_054830,l10n_co_base_location.city_co_05055,054830,urban
zip_co_054837,l10n_co_base_location.city_co_05055,054837,rural
zip_co_055860,l10n_co_base_location.city_co_05059,055860,urban
zip_co_055867,l10n_co_base_location.city_co_05059,055867,rural
zip_co_051028,l10n_co_base_location.city_co_05079,051028,rural
zip_co_051027,l10n_co_base_location.city_co_05079,051027,rural
zip_co_051020,l10n_co_base_location.city_co_05079,051020,urban
zip_co_051050,l10n_co_base_location.city_co_05088,051050,urban
zip_co_051057,l10n_co_base_location.city_co_05088,051057,rural
zip_co_051059,l10n_co_base_location.city_co_05088,051059,rural
zip_co_051051,l10n_co_base_location.city_co_05088,051051,urban
zip_co_051058,l10n_co_base_location.city_co_05088,051058,rural
zip_co_051052,l10n_co_base_location.city_co_05088,051052,urban
zip_co_051054,l10n_co_base_location.city_co_05088,051054,urban
zip_co_051053,l10n_co_base_location.city_co_05088,051053,urban
zip_co_051420,l10n_co_base_location.city_co_05086,051420,urban
zip_co_051427,l10n_co_base_location.city_co_05086,051427,rural
zip_co_056070,l10n_co_base_location.city_co_05091,056070,urban
zip_co_056077,l10n_co_base_location.city_co_05091,056077,rural
zip_co_056860,l10n_co_base_location.city_co_05093,056860,urban
zip_co_056867,l10n_co_base_location.city_co_05093,056867,rural
zip_co_056868,l10n_co_base_location.city_co_05093,056868,rural
zip_co_052060,l10n_co_base_location.city_co_05107,052060,urban
zip_co_052067,l10n_co_base_location.city_co_05107,052067,rural
zip_co_052068,l10n_co_base_location.city_co_05107,052068,rural
zip_co_057030,l10n_co_base_location.city_co_05113,057030,urban
zip_co_057037,l10n_co_base_location.city_co_05113,057037,rural
zip_co_057038,l10n_co_base_location.city_co_05113,057038,rural
zip_co_057067,l10n_co_base_location.city_co_05138,057067,rural
zip_co_057068,l10n_co_base_location.city_co_05138,057068,rural
zip_co_057060,l10n_co_base_location.city_co_05138,057060,urban
zip_co_052450,l10n_co_base_location.city_co_05120,052450,urban
zip_co_052458,l10n_co_base_location.city_co_05120,052458,rural
zip_co_052457,l10n_co_base_location.city_co_05120,052457,rural
zip_co_056840,l10n_co_base_location.city_co_05125,056840,urban
zip_co_056847,l10n_co_base_location.city_co_05125,056847,rural
zip_co_055440,l10n_co_base_location.city_co_05129,055440,urban
zip_co_055448,l10n_co_base_location.city_co_05129,055448,rural
zip_co_055447,l10n_co_base_location.city_co_05129,055447,rural
zip_co_052020,l10n_co_base_location.city_co_05134,052020,urban
zip_co_052027,l10n_co_base_location.city_co_05134,052027,rural
zip_co_053450,l10n_co_base_location.city_co_05142,053450,urban
zip_co_053457,l10n_co_base_location.city_co_05142,053457,rural
zip_co_056040,l10n_co_base_location.city_co_05145,056040,urban
zip_co_056047,l10n_co_base_location.city_co_05145,056047,rural
zip_co_057850,l10n_co_base_location.city_co_05147,057850,urban
zip_co_057857,l10n_co_base_location.city_co_05147,057857,rural
zip_co_057858,l10n_co_base_location.city_co_05147,057858,rural
zip_co_051840,l10n_co_base_location.city_co_05150,051840,urban
zip_co_051847,l10n_co_base_location.city_co_05150,051847,rural
zip_co_052410,l10n_co_base_location.city_co_05154,052410,urban
zip_co_052418,l10n_co_base_location.city_co_05154,052418,rural
zip_co_052417,l10n_co_base_location.city_co_05154,052417,rural
zip_co_057410,l10n_co_base_location.city_co_05172,057410,urban
zip_co_057417,l10n_co_base_location.city_co_05172,057417,rural
zip_co_057418,l10n_co_base_location.city_co_05172,057418,rural
zip_co_053050,l10n_co_base_location.city_co_05190,053050,urban
zip_co_053057,l10n_co_base_location.city_co_05190,053057,rural
zip_co_056460,l10n_co_base_location.city_co_05101,056460,urban
zip_co_056467,l10n_co_base_location.city_co_05101,056467,rural
zip_co_056468,l10n_co_base_location.city_co_05101,056468,rural
zip_co_054440,l10n_co_base_location.city_co_05197,054440,urban
zip_co_054447,l10n_co_base_location.city_co_05197,054447,rural
zip_co_054448,l10n_co_base_location.city_co_05197,054448,rural
zip_co_053810,l10n_co_base_location.city_co_05206,053810,urban
zip_co_053817,l10n_co_base_location.city_co_05206,053817,rural
zip_co_056410,l10n_co_base_location.city_co_05209,056410,urban
zip_co_056417,l10n_co_base_location.city_co_05209,056417,rural
zip_co_051047,l10n_co_base_location.city_co_05212,051047,rural
zip_co_051040,l10n_co_base_location.city_co_05212,051040,urban
zip_co_051048,l10n_co_base_location.city_co_05212,051048,rural
zip_co_057430,l10n_co_base_location.city_co_05234,057430,urban
zip_co_057437,l10n_co_base_location.city_co_05234,057437,rural
zip_co_057438,l10n_co_base_location.city_co_05234,057438,rural
zip_co_051850,l10n_co_base_location.city_co_05237,051850,urban
zip_co_051858,l10n_co_base_location.city_co_05237,051858,rural
zip_co_051857,l10n_co_base_location.city_co_05237,051857,rural
zip_co_055810,l10n_co_base_location.city_co_05240,055810,urban
zip_co_055817,l10n_co_base_location.city_co_05240,055817,rural
zip_co_055818,l10n_co_base_location.city_co_05240,055818,rural
zip_co_052437,l10n_co_base_location.city_co_05250,052437,rural
zip_co_052438,l10n_co_base_location.city_co_05250,052438,rural
zip_co_052430,l10n_co_base_location.city_co_05250,052430,urban
zip_co_054037,l10n_co_base_location.city_co_05148,054037,rural
zip_co_054030,l10n_co_base_location.city_co_05148,054030,urban
zip_co_054038,l10n_co_base_location.city_co_05148,054038,rural
zip_co_054450,l10n_co_base_location.city_co_05697,054450,urban
zip_co_054457,l10n_co_base_location.city_co_05697,054457,rural
zip_co_051430,l10n_co_base_location.city_co_05264,051430,urban
zip_co_051437,l10n_co_base_location.city_co_05264,051437,rural
zip_co_055428,l10n_co_base_location.city_co_05266,055428,rural
zip_co_055427,l10n_co_base_location.city_co_05266,055427,rural
zip_co_055421,l10n_co_base_location.city_co_05266,055421,urban
zip_co_055422,l10n_co_base_location.city_co_05266,055422,urban
zip_co_055420,l10n_co_base_location.city_co_05266,055420,urban
zip_co_055070,l10n_co_base_location.city_co_05282,055070,urban
zip_co_055077,l10n_co_base_location.city_co_05282,055077,rural
zip_co_055078,l10n_co_base_location.city_co_05282,055078,rural
zip_co_057450,l10n_co_base_location.city_co_05284,057450,urban
zip_co_057457,l10n_co_base_location.city_co_05284,057457,rural
zip_co_057458,l10n_co_base_location.city_co_05284,057458,rural
zip_co_057040,l10n_co_base_location.city_co_05306,057040,urban
zip_co_057047,l10n_co_base_location.city_co_05306,057047,rural
zip_co_051038,l10n_co_base_location.city_co_05308,051038,rural
zip_co_051037,l10n_co_base_location.city_co_05308,051037,rural
zip_co_051030,l10n_co_base_location.city_co_05308,051030,urban
zip_co_051830,l10n_co_base_location.city_co_05310,051830,urban
zip_co_051838,l10n_co_base_location.city_co_05310,051838,rural
zip_co_051837,l10n_co_base_location.city_co_05310,051837,rural
zip_co_054410,l10n_co_base_location.city_co_05313,054410,urban
zip_co_054417,l10n_co_base_location.city_co_05313,054417,rural
zip_co_051820,l10n_co_base_location.city_co_05315,051820,urban
zip_co_051827,l10n_co_base_location.city_co_05315,051827,rural
zip_co_054050,l10n_co_base_location.city_co_05318,054050,urban
zip_co_054058,l10n_co_base_location.city_co_05318,054058,rural
zip_co_054057,l10n_co_base_location.city_co_05318,054057,rural
zip_co_053840,l10n_co_base_location.city_co_05321,053840,urban
zip_co_053847,l10n_co_base_location.city_co_05321,053847,rural
zip_co_055820,l10n_co_base_location.city_co_05347,055820,urban
zip_co_055827,l10n_co_base_location.city_co_05347,055827,rural
zip_co_056450,l10n_co_base_location.city_co_05353,056450,urban
zip_co_056457,l10n_co_base_location.city_co_05353,056457,rural
zip_co_055411,l10n_co_base_location.city_co_05360,055411,urban
zip_co_055412,l10n_co_base_location.city_co_05360,055412,urban
zip_co_055410,l10n_co_base_location.city_co_05360,055410,urban
zip_co_055417,l10n_co_base_location.city_co_05360,055417,rural
zip_co_055413,l10n_co_base_location.city_co_05360,055413,urban
zip_co_052070,l10n_co_base_location.city_co_05361,052070,urban
zip_co_052079,l10n_co_base_location.city_co_05361,052079,rural
zip_co_052078,l10n_co_base_location.city_co_05361,052078,rural
zip_co_052077,l10n_co_base_location.city_co_05361,052077,rural
zip_co_056050,l10n_co_base_location.city_co_05364,056050,urban
zip_co_056057,l10n_co_base_location.city_co_05364,056057,rural
zip_co_056010,l10n_co_base_location.city_co_05368,056010,urban
zip_co_056017,l10n_co_base_location.city_co_05368,056017,rural
zip_co_055017,l10n_co_base_location.city_co_05376,055017,rural
zip_co_055018,l10n_co_base_location.city_co_05376,055018,rural
zip_co_055010,l10n_co_base_location.city_co_05376,055010,urban
zip_co_055467,l10n_co_base_location.city_co_05380,055467,rural
zip_co_055460,l10n_co_base_location.city_co_05380,055460,urban
zip_co_055468,l10n_co_base_location.city_co_05380,055468,rural
zip_co_055060,l10n_co_base_location.city_co_05390,055060,urban
zip_co_055067,l10n_co_base_location.city_co_05390,055067,rural
zip_co_055068,l10n_co_base_location.city_co_05390,055068,rural
zip_co_055020,l10n_co_base_location.city_co_05400,055020,urban
zip_co_055027,l10n_co_base_location.city_co_05400,055027,rural
zip_co_055028,l10n_co_base_location.city_co_05400,055028,rural
zip_co_051460,l10n_co_base_location.city_co_05411,051460,urban
zip_co_051468,l10n_co_base_location.city_co_05411,051468,rural
zip_co_051467,l10n_co_base_location.city_co_05411,051467,rural
zip_co_053460,l10n_co_base_location.city_co_05425,053460,urban
zip_co_053467,l10n_co_base_location.city_co_05425,053467,rural
zip_co_054020,l10n_co_base_location.city_co_05440,054020,urban
zip_co_054027,l10n_co_base_location.city_co_05440,054027,rural
zip_co_054028,l10n_co_base_location.city_co_05440,054028,rural
zip_co_050013,l10n_co_base_location.city_co_05001,050013,urban
zip_co_050017,l10n_co_base_location.city_co_05001,050017,rural
zip_co_050002,l10n_co_base_location.city_co_05001,050002,urban
zip_co_050007,l10n_co_base_location.city_co_05001,050007,rural
zip_co_050041,l10n_co_base_location.city_co_05001,050041,urban
zip_co_050021,l10n_co_base_location.city_co_05001,050021,urban
zip_co_050024,l10n_co_base_location.city_co_05001,050024,urban
zip_co_050006,l10n_co_base_location.city_co_05001,050006,urban
zip_co_050020,l10n_co_base_location.city_co_05001,050020,urban
zip_co_050016,l10n_co_base_location.city_co_05001,050016,urban
zip_co_050014,l10n_co_base_location.city_co_05001,050014,urban
zip_co_050043,l10n_co_base_location.city_co_05001,050043,urban
zip_co_050037,l10n_co_base_location.city_co_05001,050037,rural
zip_co_050048,l10n_co_base_location.city_co_05001,050048,rural
zip_co_050031,l10n_co_base_location.city_co_05001,050031,urban
zip_co_050025,l10n_co_base_location.city_co_05001,050025,urban
zip_co_050030,l10n_co_base_location.city_co_05001,050030,urban
zip_co_050018,l10n_co_base_location.city_co_05001,050018,rural
zip_co_050015,l10n_co_base_location.city_co_05001,050015,urban
zip_co_050027,l10n_co_base_location.city_co_05001,050027,rural
zip_co_050044,l10n_co_base_location.city_co_05001,050044,urban
zip_co_050003,l10n_co_base_location.city_co_05001,050003,urban
zip_co_050004,l10n_co_base_location.city_co_05001,050004,urban
zip_co_050011,l10n_co_base_location.city_co_05001,050011,urban
zip_co_050047,l10n_co_base_location.city_co_05001,050047,rural
zip_co_050035,l10n_co_base_location.city_co_05001,050035,urban
zip_co_050036,l10n_co_base_location.city_co_05001,050036,urban
zip_co_050022,l10n_co_base_location.city_co_05001,050022,urban
zip_co_050040,l10n_co_base_location.city_co_05001,050040,urban
zip_co_050010,l10n_co_base_location.city_co_05001,050010,urban
zip_co_050001,l10n_co_base_location.city_co_05001,050001,urban
zip_co_050032,l10n_co_base_location.city_co_05001,050032,urban
zip_co_050028,l10n_co_base_location.city_co_05001,050028,rural
zip_co_050042,l10n_co_base_location.city_co_05001,050042,urban
zip_co_050023,l10n_co_base_location.city_co_05001,050023,urban
zip_co_050034,l10n_co_base_location.city_co_05001,050034,urban
zip_co_050029,l10n_co_base_location.city_co_05001,050029,rural
zip_co_050005,l10n_co_base_location.city_co_05001,050005,urban
zip_co_050033,l10n_co_base_location.city_co_05001,050033,urban
zip_co_050012,l10n_co_base_location.city_co_05001,050012,urban
zip_co_050026,l10n_co_base_location.city_co_05001,050026,urban
zip_co_055040,l10n_co_base_location.city_co_05467,055040,urban
zip_co_055047,l10n_co_base_location.city_co_05467,055047,rural
zip_co_055048,l10n_co_base_location.city_co_05467,055048,rural
zip_co_056810,l10n_co_base_location.city_co_05475,056810,urban
zip_co_056817,l10n_co_base_location.city_co_05475,056817,rural
zip_co_056818,l10n_co_base_location.city_co_05475,056818,rural
zip_co_057427,l10n_co_base_location.city_co_05480,057427,rural
zip_co_057420,l10n_co_base_location.city_co_05480,057420,urban
zip_co_057428,l10n_co_base_location.city_co_05480,057428,rural
zip_co_054840,l10n_co_base_location.city_co_05483,054840,urban
zip_co_054848,l10n_co_base_location.city_co_05483,054848,rural
zip_co_054847,l10n_co_base_location.city_co_05483,054847,rural
zip_co_052420,l10n_co_base_location.city_co_05495,052420,urban
zip_co_052427,l10n_co_base_location.city_co_05495,052427,rural
zip_co_052428,l10n_co_base_location.city_co_05495,052428,rural
zip_co_057870,l10n_co_base_location.city_co_05490,057870,urban
zip_co_057877,l10n_co_base_location.city_co_05490,057877,rural
zip_co_057878,l10n_co_base_location.city_co_05490,057878,rural
zip_co_051450,l10n_co_base_location.city_co_05501,051450,urban
zip_co_051457,l10n_co_base_location.city_co_05501,051457,rural
zip_co_053850,l10n_co_base_location.city_co_05541,053850,urban
zip_co_053857,l10n_co_base_location.city_co_05541,053857,rural
zip_co_057010,l10n_co_base_location.city_co_05543,057010,urban
zip_co_057017,l10n_co_base_location.city_co_05543,057017,rural
zip_co_057018,l10n_co_base_location.city_co_05543,057018,rural
zip_co_056440,l10n_co_base_location.city_co_05576,056440,urban
zip_co_056447,l10n_co_base_location.city_co_05576,056447,rural
zip_co_053420,l10n_co_base_location.city_co_05579,053420,urban
zip_co_053427,l10n_co_base_location.city_co_05579,053427,rural
zip_co_053428,l10n_co_base_location.city_co_05579,053428,rural
zip_co_053430,l10n_co_base_location.city_co_05585,053430,urban
zip_co_053437,l10n_co_base_location.city_co_05585,053437,rural
zip_co_053440,l10n_co_base_location.city_co_05591,053440,urban
zip_co_053448,l10n_co_base_location.city_co_05591,053448,rural
zip_co_053447,l10n_co_base_location.city_co_05591,053447,rural
zip_co_052820,l10n_co_base_location.city_co_05604,052820,urban
zip_co_052827,l10n_co_base_location.city_co_05604,052827,rural
zip_co_052828,l10n_co_base_location.city_co_05604,052828,rural
zip_co_055438,l10n_co_base_location.city_co_05607,055438,rural
zip_co_055437,l10n_co_base_location.city_co_05607,055437,rural
zip_co_055430,l10n_co_base_location.city_co_05607,055430,urban
zip_co_054040,l10n_co_base_location.city_co_05615,054040,urban
zip_co_054047,l10n_co_base_location.city_co_05615,054047,rural
zip_co_054048,l10n_co_base_location.city_co_05615,054048,rural
zip_co_057020,l10n_co_base_location.city_co_05628,057020,urban
zip_co_057028,l10n_co_base_location.city_co_05628,057028,rural
zip_co_057027,l10n_co_base_location.city_co_05628,057027,rural
zip_co_055450,l10n_co_base_location.city_co_05631,055450,urban
zip_co_055457,l10n_co_base_location.city_co_05631,055457,rural
zip_co_056478,l10n_co_base_location.city_co_05642,056478,rural
zip_co_056477,l10n_co_base_location.city_co_05642,056477,rural
zip_co_056470,l10n_co_base_location.city_co_05642,056470,urban
zip_co_052040,l10n_co_base_location.city_co_05647,052040,urban
zip_co_052047,l10n_co_base_location.city_co_05647,052047,rural
zip_co_054420,l10n_co_base_location.city_co_05649,054420,urban
zip_co_054427,l10n_co_base_location.city_co_05649,054427,rural
zip_co_054428,l10n_co_base_location.city_co_05649,054428,rural
zip_co_054810,l10n_co_base_location.city_co_05652,054810,urban
zip_co_054818,l10n_co_base_location.city_co_05652,054818,rural
zip_co_054817,l10n_co_base_location.city_co_05652,054817,rural
zip_co_051070,l10n_co_base_location.city_co_05656,051070,urban
zip_co_051077,l10n_co_base_location.city_co_05656,051077,rural
zip_co_051410,l10n_co_base_location.city_co_05658,051410,urban
zip_co_051417,l10n_co_base_location.city_co_05658,051417,rural
zip_co_057810,l10n_co_base_location.city_co_05659,057810,urban
zip_co_057817,l10n_co_base_location.city_co_05659,057817,rural
zip_co_054430,l10n_co_base_location.city_co_05660,054430,urban
zip_co_054437,l10n_co_base_location.city_co_05660,054437,rural
zip_co_054438,l10n_co_base_location.city_co_05660,054438,rural
zip_co_051010,l10n_co_base_location.city_co_05664,051010,urban
zip_co_051017,l10n_co_base_location.city_co_05664,051017,rural
zip_co_057830,l10n_co_base_location.city_co_05665,057830,urban
zip_co_057839,l10n_co_base_location.city_co_05665,057839,rural
zip_co_057838,l10n_co_base_location.city_co_05665,057838,rural
zip_co_057837,l10n_co_base_location.city_co_05665,057837,rural
zip_co_053838,l10n_co_base_location.city_co_05667,053838,rural
zip_co_053830,l10n_co_base_location.city_co_05667,053830,urban
zip_co_053837,l10n_co_base_location.city_co_05667,053837,rural
zip_co_053030,l10n_co_base_location.city_co_05670,053030,urban
zip_co_053037,l10n_co_base_location.city_co_05670,053037,rural
zip_co_054010,l10n_co_base_location.city_co_05674,054010,urban
zip_co_054017,l10n_co_base_location.city_co_05674,054017,rural
zip_co_054018,l10n_co_base_location.city_co_05674,054018,rural
zip_co_055050,l10n_co_base_location.city_co_05679,055050,urban
zip_co_055057,l10n_co_base_location.city_co_05679,055057,rural
zip_co_055058,l10n_co_base_location.city_co_05679,055058,rural
zip_co_051860,l10n_co_base_location.city_co_05686,051860,urban
zip_co_051868,l10n_co_base_location.city_co_05686,051868,rural
zip_co_051867,l10n_co_base_location.city_co_05686,051867,rural
zip_co_057050,l10n_co_base_location.city_co_05042,057050,urban
zip_co_057057,l10n_co_base_location.city_co_05042,057057,rural
zip_co_057058,l10n_co_base_location.city_co_05042,057058,rural
zip_co_053040,l10n_co_base_location.city_co_05690,053040,urban
zip_co_053048,l10n_co_base_location.city_co_05690,053048,rural
zip_co_053047,l10n_co_base_location.city_co_05690,053047,rural
zip_co_052810,l10n_co_base_location.city_co_05736,052810,urban
zip_co_052818,l10n_co_base_location.city_co_05736,052818,rural
zip_co_052817,l10n_co_base_location.city_co_05736,052817,rural
zip_co_054820,l10n_co_base_location.city_co_05756,054820,urban
zip_co_054827,l10n_co_base_location.city_co_05756,054827,rural
zip_co_054829,l10n_co_base_location.city_co_05756,054829,rural
zip_co_054828,l10n_co_base_location.city_co_05756,054828,rural
zip_co_051440,l10n_co_base_location.city_co_05761,051440,urban
zip_co_051448,l10n_co_base_location.city_co_05761,051448,rural
zip_co_051447,l10n_co_base_location.city_co_05761,051447,rural
zip_co_056020,l10n_co_base_location.city_co_05789,056020,urban
zip_co_056027,l10n_co_base_location.city_co_05789,056027,rural
zip_co_056028,l10n_co_base_location.city_co_05789,056028,rural
zip_co_052460,l10n_co_base_location.city_co_05790,052460,urban
zip_co_052467,l10n_co_base_location.city_co_05790,052467,rural
zip_co_052468,l10n_co_base_location.city_co_05790,052468,rural
zip_co_056430,l10n_co_base_location.city_co_05792,056430,urban
zip_co_056437,l10n_co_base_location.city_co_05792,056437,rural
zip_co_056438,l10n_co_base_location.city_co_05792,056438,rural
zip_co_055858,l10n_co_base_location.city_co_05809,055858,rural
zip_co_055850,l10n_co_base_location.city_co_05809,055850,urban
zip_co_055857,l10n_co_base_location.city_co_05809,055857,rural
zip_co_052050,l10n_co_base_location.city_co_05819,052050,urban
zip_co_052057,l10n_co_base_location.city_co_05819,052057,rural
zip_co_057860,l10n_co_base_location.city_co_05837,057860,urban
zip_co_057869,l10n_co_base_location.city_co_05837,057869,rural
zip_co_057868,l10n_co_base_location.city_co_05837,057868,rural
zip_co_057867,l10n_co_base_location.city_co_05837,057867,rural
zip_co_057440,l10n_co_base_location.city_co_05842,057440,urban
zip_co_057447,l10n_co_base_location.city_co_05842,057447,rural
zip_co_056830,l10n_co_base_location.city_co_05847,056830,urban
zip_co_056838,l10n_co_base_location.city_co_05847,056838,rural
zip_co_056837,l10n_co_base_location.city_co_05847,056837,rural
zip_co_052010,l10n_co_base_location.city_co_05854,052010,urban
zip_co_052018,l10n_co_base_location.city_co_05854,052018,rural
zip_co_052017,l10n_co_base_location.city_co_05854,052017,rural
zip_co_056030,l10n_co_base_location.city_co_05856,056030,urban
zip_co_056037,l10n_co_base_location.city_co_05856,056037,rural
zip_co_052830,l10n_co_base_location.city_co_05858,052830,urban
zip_co_052837,l10n_co_base_location.city_co_05858,052837,rural
zip_co_056420,l10n_co_base_location.city_co_05861,056420,urban
zip_co_056427,l10n_co_base_location.city_co_05861,056427,rural
zip_co_056820,l10n_co_base_location.city_co_05873,056820,urban
zip_co_056828,l10n_co_base_location.city_co_05873,056828,rural
zip_co_056827,l10n_co_base_location.city_co_05873,056827,rural
zip_co_053010,l10n_co_base_location.city_co_05885,053010,urban
zip_co_053017,l10n_co_base_location.city_co_05885,053017,rural
zip_co_052030,l10n_co_base_location.city_co_05887,052030,urban
zip_co_052037,l10n_co_base_location.city_co_05887,052037,rural
zip_co_052038,l10n_co_base_location.city_co_05887,052038,rural
zip_co_053020,l10n_co_base_location.city_co_05890,053020,urban
zip_co_053028,l10n_co_base_location.city_co_05890,053028,rural
zip_co_053027,l10n_co_base_location.city_co_05890,053027,rural
zip_co_053410,l10n_co_base_location.city_co_05893,053410,urban
zip_co_053417,l10n_co_base_location.city_co_05893,053417,rural
zip_co_053418,l10n_co_base_location.city_co_05893,053418,rural
zip_co_052440,l10n_co_base_location.city_co_05895,052440,urban
zip_co_052447,l10n_co_base_location.city_co_05895,052447,rural
zip_co_052448,l10n_co_base_location.city_co_05895,052448,rural
zip_co_810001,l10n_co_base_location.city_co_81001,810001,urban
zip_co_810007,l10n_co_base_location.city_co_81001,810007,rural
zip_co_810008,l10n_co_base_location.city_co_81001,810008,rural
zip_co_810009,l10n_co_base_location.city_co_81001,810009,rural
zip_co_816010,l10n_co_base_location.city_co_81065,816010,urban
zip_co_816017,l10n_co_base_location.city_co_81065,816017,rural
zip_co_816019,l10n_co_base_location.city_co_81065,816019,rural
zip_co_816018,l10n_co_base_location.city_co_81065,816018,rural
zip_co_812010,l10n_co_base_location.city_co_81220,812010,urban
zip_co_812018,l10n_co_base_location.city_co_81220,812018,rural
zip_co_812017,l10n_co_base_location.city_co_81220,812017,rural
zip_co_812019,l10n_co_base_location.city_co_81220,812019,rural
zip_co_814050,l10n_co_base_location.city_co_81300,814050,urban
zip_co_814057,l10n_co_base_location.city_co_81300,814057,rural
zip_co_814058,l10n_co_base_location.city_co_81300,814058,rural
zip_co_813010,l10n_co_base_location.city_co_81591,813010,urban
zip_co_813017,l10n_co_base_location.city_co_81591,813017,rural
zip_co_813018,l10n_co_base_location.city_co_81591,813018,rural
zip_co_815010,l10n_co_base_location.city_co_81736,815010,urban
zip_co_815018,l10n_co_base_location.city_co_81736,815018,rural
zip_co_815017,l10n_co_base_location.city_co_81736,815017,rural
zip_co_814018,l10n_co_base_location.city_co_81794,814018,rural
zip_co_814017,l10n_co_base_location.city_co_81794,814017,rural
zip_co_814010,l10n_co_base_location.city_co_81794,814010,urban
zip_co_880027,l10n_co_base_location.city_co_88564,880027,rural
zip_co_880020,l10n_co_base_location.city_co_88564,880020,urban
zip_co_880028,l10n_co_base_location.city_co_88564,880028,rural
zip_co_880008,l10n_co_base_location.city_co_88001,880008,rural
zip_co_880001,l10n_co_base_location.city_co_88001,880001,urban
zip_co_880007,l10n_co_base_location.city_co_88001,880007,rural
zip_co_082027,l10n_co_base_location.city_co_08078,082027,rural
zip_co_082028,l10n_co_base_location.city_co_08078,082028,rural
zip_co_082020,l10n_co_base_location.city_co_08078,082020,urban
zip_co_080010,l10n_co_base_location.city_co_08001,080010,urban
zip_co_080016,l10n_co_base_location.city_co_08001,080016,urban
